# phase 4 settings encyclopedia: sentinel. Seed rows prove the pipeline; bulk authoring is phase 4.
id,kind,aliases,name,group,url,path,desc,keywords,roles,license,docs,ps,related,verified,blastRadius,standards
set-sen-taxii,setting,,TAXII connector,Threat intel,,Configuration > Data connectors > Threat Intelligence TAXII,Poll TAXII 2.x collections; set collection id and polling frequency per feed.,taxii feeds,az-sentinelcontrib,sentinel-usage,https://learn.microsoft.com/azure/sentinel/connect-threat-intelligence-taxii,,senti|senconnectors,2026-08,low,
set-sen-searchjobs,setting,,Search jobs,Data,,Microsoft Sentinel > Search > Search job,Asynchronous hunts across long-term retention and cheap tiers; results land in a *_SRCH table; billed per scanned GB.,long-term hunt,az-sentinelcontrib,sentinel-usage,https://learn.microsoft.com/azure/sentinel/search-jobs,,set-sen-restore|senretention,2026-08,med,
set-sen-restore,setting,,Restore archived logs,Data,,Log Analytics workspace > Tables > (table) > Restore,Rehydrate a time slice from long-term retention into a hot *_RST table; time-boxed and billed; delete when done.,rehydrate|archive,az-la-contrib,sentinel-usage,https://learn.microsoft.com/azure/azure-monitor/logs/restore,,set-sen-searchjobs,2026-08,med,
set-sen-resourcectx,setting,,Resource-context RBAC,Access,,Workspace access control mode + resource permissions,Lets resource owners query only logs of resources they can read without workspace-wide rights.,scoped access,az-owner,sentinel-usage,https://learn.microsoft.com/azure/azure-monitor/logs/manage-access#access-mode,,set-sen-tablerbac,2026-08,med,
set-sen-multiwksp,setting,,Workspace manager (multi-workspace),MSSP,,Microsoft Sentinel > Configuration > Workspace manager,Publish content from a central workspace to member workspaces; the MSSP at-scale distribution path.,mssp|content distribution,az-sentinelcontrib,sentinel-usage,https://learn.microsoft.com/azure/sentinel/workspace-manager,,senrepos|gdap,2026-08,med,
set-sen-cmk,setting,,Customer-managed keys,Compliance,,Dedicated cluster + Key Vault key on the workspace,CMK requires a dedicated cluster and never comes off; a compliance decision with permanent cost floor.,cmk|encryption,az-owner,sentinel-usage,https://learn.microsoft.com/azure/sentinel/customer-managed-keys,,set-sen-ampls,2026-08,high,
set-sen-ampls,setting,,Private Link (AMPLS),Compliance,,Azure Monitor Private Link Scope + workspace network isolation,Locks ingestion/query to private endpoints; misconfigured access mode silently drops public agents.,private link|network isolation,az-owner,sentinel-usage,https://learn.microsoft.com/azure/azure-monitor/logs/private-link-security,,set-sen-cmk|azdcr,2026-08,high,
sen-asim,concept,asim,ASIM normalized parsers,Content,,_Im_* functions over raw tables,Write detections against normalized schemas (_Im_Dns and friends) so one rule covers every source; slower than raw on huge scans.,normalization|parsers,az-sentinelreader,sentinel-usage,https://learn.microsoft.com/azure/sentinel/normalization,,xdranalytics|sen-kqlfunctions,2026-08,,
sen-crossworkspace,concept,,Cross-workspace queries,Content,,workspace(\"name\").Table in KQL,Query up to 100 workspaces in one statement; rules support fewer; latency grows with fan-out. Lighthouse handles the auth.,workspace function|multi-tenant kql,az-sentinelreader,sentinel-usage,https://learn.microsoft.com/azure/sentinel/extend-sentinel-across-workspaces-tenants,,set-sen-multiwksp|gdap,2026-08,,
sen-latency,concept,,Ingestion latency expectations,Data,,ingestion_time() minus TimeGenerated,Minutes of delay are normal and vary per connector class; measure with ingestion_time() before blaming a rule window.,delay|late events,az-sentinelreader,sentinel-usage,https://learn.microsoft.com/azure/sentinel/ingestion-delay,,xdranalytics|sendcr,2026-08,,
sen-kqlfunctions,concept,,Saved KQL functions,Content,,Logs > save query as function,Share parsers and helpers as workspace functions; version them via repositories to stop copy-paste drift.,functions|library,az-sentinelcontrib,sentinel-usage,,,sen-asim|senrepos,2026-08,,
